User ID,User Name,Gender,Age Group,Country,Course ID,Course Name,Category,Enrollment Date,Completion Date,Completion Status,Course Rating,Time Spent (hrs),Final Score (%)
10709a53-65be-4969-84cc-44195484dbf8,Benjamin Knapp,Female,45-54,USA,C1013,Technology Course 4,Marketing,6/23/2023,8/27/2023,Completed,5,26.37,76.35
43588801-17e0-4779-be91-7d70d3d7de2a,Emily Davis,Other,35-44,USA,C1028,Design Course 9,Marketing,5/30/2024,,In Progress,,19.46,
b645eb74-6688-4c12-89b8-31761ac99f61,Kimberly Oliver,Other,25-34,Germany,C1038,Marketing Course 9,Marketing,2/22/2025,4/1/2025,Completed,4,10.41,76.12
7f7e179b-95b0-4b9d-b779-affb96d31e34,Anthony James,Male,45-54,Germany,C1003,Business Course 4,Marketing,6/2/2024,,Dropped,,4.77,
745a1404-c5c8-495f-be36-c61d9b643145,Tracie Valencia,Female,25-34,Australia,C1011,Technology Course 2,Technology,1/26/2024,4/24/2024,Completed,3,8.41,98.74
ddf04a1d-c76c-4565-ac1d-b1e3ccf2b27e,Thomas Donaldson,Male,55+,USA,C1018,Technology Course 9,Marketing,8/30/2023,,Dropped,,2.8,
5b9732d9-1fec-4121-893e-1c75dcfe1b68,Chad Houston,Female,45-54,India,C1021,Design Course 2,Technology,12/22/2024,,In Progress,,26.44,
1efa5b86-559e-4186-80ea-c6c79605b2ff,Kevin Graham,Male,35-44,USA,C1039,Marketing Course 10,Finance,3/28/2025,,In Progress,,2.75,
000d65fc-70cb-4c45-ac72-c22e410d5e3c,Angel Turner,Other,18-24,Germany,C1044,Finance Course 5,Finance,8/28/2024,,In Progress,,10.79,
80c2bf9c-8bfa-4232-8a6e-9cf690415a32,Melissa Taylor,Female,55+,Australia,C1032,Marketing Course 3,Design,9/20/2023,12/14/2023,Completed,1,5.66,89.09
7a79e00d-eb48-4654-b397-6ba8ba43499a,Katelyn Powell,Male,35-44,India,C1010,Technology Course 1,Business,9/2/2023,,Dropped,,2.04,
3e789cf5-7cd0-41e3-86e6-6c5cfc605d72,Hayden Campbell,Female,55+,UK,C1003,Business Course 4,Marketing,3/3/2025,,In Progress,,6.25,
5a0d38d0-5a95-4066-adb9-2b819c645a4c,Mary Quinn,Other,35-44,Canada,C1033,Marketing Course 4,Marketing,11/26/2024,1/1/2025,Completed,1,3.57,83.02
b6080a29-5a5f-4e77-940b-08db9172ac22,Kristin Mullins,Female,35-44,Germany,C1035,Marketing Course 6,Business,5/7/2025,6/24/2025,Completed,2,17.1,72.13
e5ca6526-8de7-4db1-aad3-f1f40f1c14e8,Tom Dean,Male,55+,Germany,C1026,Design Course 7,Technology,5/28/2023,8/14/2023,Completed,4,8.84,66.58
d14276ac-abf8-4378-86d1-d813925c0236,Kyle Jones,Male,18-24,USA,C1030,Marketing Course 1,Business,3/10/2025,3/19/2025,Completed,1,23.71,88.46
cf67ad9e-ea07-49ea-98cd-27c36a7a730e,Ryan Jensen,Other,25-34,USA,C1035,Marketing Course 6,Business,10/23/2023,11/23/2023,Completed,4,17.57,78.47
c6a3afb2-d83b-4b0f-80ea-dc4afeacd012,Lisa Clark,Female,45-54,Canada,C1022,Design Course 3,Design,4/27/2024,6/25/2024,Completed,4,1.35,99.21
4a0dc4b7-b281-420a-899c-b4df18a85b4c,Gary Bowen,Male,45-54,Germany,C1013,Technology Course 4,Marketing,3/5/2024,,In Progress,,11.09,
27f4750c-06a1-45bc-bffc-ccf80cd94232,Jessica Mccoy,Female,25-34,Germany,C1040,Finance Course 1,Business,6/1/2024,,Dropped,,1.59,
06813b8f-fd70-496c-ba7e-f03e50d31fbb,Holly Martin,Other,18-24,Australia,C1028,Design Course 9,Marketing,10/10/2023,,Dropped,,1.51,
c673810c-2600-4f0f-be5a-286091d0e941,Peter Gaines,Female,25-34,USA,C1026,Design Course 7,Technology,5/15/2025,7/7/2025,Completed,1,28.49,64.81
f2bd1885-3bff-4f7e-af12-b353fdf536ca,Amanda Suarez,Female,35-44,USA,C1032,Marketing Course 3,Design,9/25/2023,,In Progress,,28.92,
7200db8d-757b-4a94-b7ba-930e09026b28,Isaac Larson,Male,55+,India,C1005,Business Course 6,Business,12/14/2023,,In Progress,,6.65,
bdefe9c1-099d-432d-8966-c8a26c9c9521,Omar Rubio,Female,35-44,Germany,C1019,Technology Course 10,Finance,3/9/2024,3/24/2024,Completed,1,28.51,83.2
032ce6cd-3cb5-4888-81b5-2c9f1ab8ca0d,Rebecca Ford,Other,35-44,India,C1004,Business Course 5,Finance,1/25/2025,,Dropped,,3.52,
d93ba0fe-c5bc-43cc-8e23-e86a024b3b51,Hannah Tucker,Female,55+,UK,C1028,Design Course 9,Marketing,2/14/2024,,In Progress,,28.54,
8968f008-d15a-49d4-ba11-b6d6ae873b2e,Felicia Powell,Female,25-34,USA,C1034,Marketing Course 5,Finance,1/11/2025,2/17/2025,Completed,4,20.88,72.11
b46ef825-e060-4f41-b50c-56c8532638f4,Lisa Morales,Female,55+,Canada,C1008,Business Course 9,Marketing,12/31/2023,2/9/2024,Completed,3,11.73,99.05
3f2c5279-b9d1-4d84-bf7c-de9ad5f3b266,Sandra Maldonado,Female,35-44,Germany,C1008,Business Course 9,Marketing,2/25/2024,,Dropped,,2.66,
459e77f4-d547-4ced-aeb6-4b2dec33fd39,Amanda Vaughn,Other,35-44,Canada,C1003,Business Course 4,Marketing,12/2/2023,,In Progress,,1.85,
a1800d93-e497-4e1e-8a88-e4494d2685f2,David Curry,Male,18-24,UK,C1023,Design Course 4,Marketing,8/21/2024,9/2/2024,Completed,1,17.48,99.77
636a7446-5436-4997-9b66-8f927608cb38,Mark Williams,Female,25-34,India,C1043,Finance Course 4,Marketing,10/24/2023,12/22/2023,Completed,1,18.16,94.19
77393ed6-a4c6-4410-be78-a5e2600bb5b3,Lauren Turner,Male,55+,Canada,C1038,Marketing Course 9,Marketing,5/12/2025,5/28/2025,Completed,5,18.26,65.08
517d6b5b-f86b-4487-ae77-9fac17ac40fa,Jennifer Jones,Female,18-24,Australia,C1049,Finance Course 10,Finance,1/9/2025,1/17/2025,Completed,1,23.37,91.12
f909d10f-1038-4b30-a76f-f1f481ed40b9,Pamela Wade,Male,35-44,USA,C1001,Business Course 2,Technology,1/25/2025,2/4/2025,Completed,4,15,68.48
af99c7d1-f5d8-4e43-9e93-2008d2754677,Craig Shepherd,Male,25-34,Germany,C1044,Finance Course 5,Finance,5/21/2024,5/29/2024,Completed,1,3.9,95.53
2ff9aca5-ac3b-4fa2-9597-23b9c50d6ae5,Becky Allen,Male,18-24,Canada,C1046,Finance Course 7,Technology,9/27/2023,,Dropped,,1.32,
ebb3e0a5-ceda-4c60-b7a7-65784a4620ad,Eric Clark,Other,25-34,Germany,C1004,Business Course 5,Finance,6/21/2024,9/10/2024,Completed,4,13.61,97.05
26bac7bf-22e1-4f5d-8586-9cf8464c67ab,Rachael Alvarez,Female,25-34,India,C1041,Finance Course 2,Technology,2/23/2024,5/4/2024,Completed,2,29.27,71.55
d5ff9481-e686-479d-b91a-c03ec4b659f6,Tamara Roth,Other,25-34,Germany,C1046,Finance Course 7,Technology,7/30/2024,,Dropped,,4.48,
07b9ce1c-aec6-4068-ac96-05700a1ee9c1,Marissa Patterson,Other,35-44,Germany,C1034,Marketing Course 5,Finance,2/8/2024,2/15/2024,Completed,3,17.14,64.19
2a16c1c6-bd0e-4ec0-aa2f-45b0f39d0aaf,Christopher Wilson,Female,35-44,Australia,C1047,Finance Course 8,Design,10/8/2023,12/1/2023,Completed,5,7.83,98.2
ab3516b5-e6d9-433d-8f90-f2256742ee0e,Cody Acevedo,Male,25-34,Canada,C1006,Business Course 7,Technology,7/15/2024,,In Progress,,14.5,
aeaa7a1c-9916-4f04-af4c-ca15f73ca889,Melissa Braun,Male,25-34,India,C1039,Marketing Course 10,Finance,9/1/2024,9/14/2024,Completed,3,24.91,80.03
dc2927f3-dc89-4a76-9e45-b8f08513b503,James Johnson,Male,35-44,India,C1021,Design Course 2,Technology,4/16/2025,,In Progress,,1.8,
4d02cb2a-7636-4f4b-b601-61b148ef37cd,Keith Mitchell,Female,18-24,India,C1025,Design Course 6,Business,9/12/2023,10/9/2023,Completed,5,12.29,60.5
1c6a8351-10e9-4d14-90af-af5665fddb0b,Joyce Day,Female,45-54,India,C1003,Business Course 4,Marketing,8/23/2024,,In Progress,,9.44,
fd4dddf7-6745-4c84-852d-def049536c3a,Jeffrey Hodges,Female,35-44,Canada,C1026,Design Course 7,Technology,6/11/2023,,In Progress,,17.23,
4c7c4516-3d9b-41b0-9152-f404873d128c,Christopher Lee,Female,35-44,UK,C1035,Marketing Course 6,Business,8/31/2023,10/21/2023,Completed,1,1.24,70.88
9ae1b78e-2ff9-4f86-a1f2-555315c88c80,John Peterson,Male,55+,USA,C1028,Design Course 9,Marketing,9/27/2023,,In Progress,,18.3,
89b05e94-9559-4e62-9829-2ace286dce2f,Allison Griffin,Other,35-44,India,C1017,Technology Course 8,Design,10/6/2023,,Dropped,,4.18,
a734946c-f505-460f-98f1-5f922a6772cb,Kimberly Munoz,Male,35-44,Australia,C1042,Finance Course 3,Design,2/11/2025,4/23/2025,Completed,4,12.96,84.85
c401c7ac-7334-4306-8906-33f5d2d2c0fc,Benjamin Gallegos,Other,25-34,Germany,C1026,Design Course 7,Technology,7/10/2024,9/25/2024,Completed,4,20.67,77.74
ec4ed67a-0c6b-4740-ae8c-9edba9415d5d,Stacey Mitchell,Female,35-44,Canada,C1023,Design Course 4,Marketing,4/5/2025,6/11/2025,Completed,1,29.19,72.05
93a84adb-aafd-4c8c-88da-4ee36c5ab7dd,Jill Washington,Male,18-24,India,C1023,Design Course 4,Marketing,11/22/2024,2/1/2025,Completed,5,10.18,64.21
d602766f-ebcc-4619-93c3-383f1c46e6b7,Megan Lindsey,Female,35-44,Germany,C1045,Finance Course 6,Business,2/9/2025,,Dropped,,1.51,
dd839d2b-762c-4db5-ad43-f3042b4b5f31,Linda Barr,Other,55+,USA,C1000,Business Course 1,Business,6/28/2024,,In Progress,,4.61,
63a55138-72be-4a1f-8368-3ac37c8c0f35,Kathleen Fuller,Male,25-34,UK,C1042,Finance Course 3,Design,7/24/2024,,In Progress,,18.37,
c913e622-94e1-4b0f-b74d-b1a3d9a185c8,Brian House MD,Male,45-54,Germany,C1003,Business Course 4,Marketing,5/4/2024,,In Progress,,11.06,
72f1b2cd-ccf6-43f9-80ef-f179bf018ad8,Jordan Hudson,Female,45-54,UK,C1006,Business Course 7,Technology,5/7/2024,,In Progress,,16.36,
1dfb9a92-e7d5-4d6c-8b97-dd08256d5e09,Mary Jenkins,Male,35-44,India,C1001,Business Course 2,Technology,12/3/2024,2/25/2025,Completed,1,22.39,78.56
cb69c2ff-f43f-4caa-a555-090a1cbb7bbd,Luke Ramos,Male,25-34,USA,C1018,Technology Course 9,Marketing,10/28/2023,,In Progress,,9.84,
4073f3c1-5825-4be7-84a4-8a758c203ab7,John Wilson,Male,45-54,Germany,C1014,Technology Course 5,Finance,6/7/2024,6/22/2024,Completed,4,3.97,87.41
8d3f2db6-95a4-4dd4-b16b-f96ccc0ac72b,Hannah Brown,Female,35-44,India,C1045,Finance Course 6,Business,7/12/2024,,In Progress,,14.39,
df765005-502b-45e4-91c6-6389fc28dfde,Matthew Welch,Male,18-24,India,C1018,Technology Course 9,Marketing,10/18/2023,12/11/2023,Completed,4,6.6,84.09
c7725784-a41e-43e8-98f2-63cf0d2e317c,Michelle Bryan,Other,55+,USA,C1009,Business Course 10,Finance,12/18/2023,,In Progress,,1.25,
81cb9812-e845-4ed0-9ebc-81f5a441681b,Marissa Anderson,Male,18-24,Canada,C1025,Design Course 6,Business,2/26/2024,,In Progress,,18.17,
fa093ed4-0737-4d45-afcd-1c31c4185027,Lisa Hardy,Male,25-34,India,C1023,Design Course 4,Marketing,8/9/2023,8/21/2023,Completed,2,4.97,79.45
20d00a99-94ce-40f6-a0fe-354bc89bd67e,Eric Harris,Male,25-34,India,C1043,Finance Course 4,Marketing,12/15/2024,,Dropped,,2.26,
dc0ed640-1826-4606-aad1-26a45f47a5e1,Dana Carter,Female,55+,India,C1042,Finance Course 3,Design,8/4/2024,9/22/2024,Completed,1,22.5,91.9
5f708a04-a449-47ae-ad6b-ca6c723ab56b,Daniel Hendrix,Other,45-54,Germany,C1036,Marketing Course 7,Technology,10/2/2023,,In Progress,,22.05,
ae9b658c-0978-4ccb-994e-f6fa3a73e1ef,Mrs. Cynthia Cross,Other,45-54,UK,C1024,Design Course 5,Finance,9/16/2024,10/15/2024,Completed,4,20.26,79.17
e1172abb-1d6f-42c3-8914-7f29c71bc6b8,Pamela Brooks,Female,35-44,Canada,C1038,Marketing Course 9,Marketing,9/18/2023,11/11/2023,Completed,4,7.31,89.3
b556b855-0177-4d2e-b911-379a38d22106,Richard Russell,Female,45-54,USA,C1010,Technology Course 1,Business,8/31/2024,11/16/2024,Completed,4,8.25,97.15
290e523b-aad2-4192-bf38-20d2f7f50d99,Crystal Sanchez,Other,35-44,Germany,C1045,Finance Course 6,Business,9/8/2023,11/19/2023,Completed,3,5.65,72.41
b2ca2f10-09ea-4430-b01c-28a270d2b98e,Katelyn Smith,Female,55+,UK,C1002,Business Course 3,Design,11/25/2024,1/20/2025,Completed,1,8.99,93.59
66d6068a-706f-4f2d-b19a-82c2218e3945,Alexander Martin,Other,25-34,USA,C1011,Technology Course 2,Technology,4/26/2025,7/1/2025,Completed,4,16.91,64.21
e7e5d77b-dd59-4adc-ab3d-c587cc182fa9,Frank Smith,Male,35-44,Canada,C1023,Design Course 4,Marketing,7/15/2024,8/11/2024,Completed,3,28.09,82.01
4c6ef5d4-ae81-4ef2-b5fb-5e793a72de66,James Simmons,Other,55+,Canada,C1028,Design Course 9,Marketing,10/23/2023,,Dropped,,4.84,
9fdfa46a-7879-4ef3-bf17-fe9d11da8271,Eric Rodriguez,Other,35-44,Germany,C1017,Technology Course 8,Design,11/8/2023,12/26/2023,Completed,3,15.95,93.68
954ec12f-d8d0-4f52-9596-ca7358b5b5cf,Alfred Steele,Other,25-34,Germany,C1031,Marketing Course 2,Technology,4/1/2024,5/6/2024,Completed,5,3.86,72.75
6c95d112-b10c-438a-ae4d-95db26e2f580,Desiree Boyd,Male,18-24,India,C1044,Finance Course 5,Finance,1/8/2025,,In Progress,,13.95,
4c9c0667-0bff-4903-b134-017dd85dbb23,Charles Sanchez,Male,55+,Australia,C1018,Technology Course 9,Marketing,7/3/2023,,In Progress,,7.49,
897d924e-cc8c-46e5-be2c-2666a4c309e3,Karen Greer,Other,18-24,Canada,C1006,Business Course 7,Technology,5/18/2024,8/11/2024,Completed,4,24.41,98.04
4d6e93f3-ea93-4b54-bbfe-33f9b0656981,Susan Munoz,Female,55+,USA,C1048,Finance Course 9,Marketing,10/11/2023,,In Progress,,23.46,
7ca16912-9348-45b2-ad2d-ddeec5451487,Travis Shepherd,Female,18-24,Australia,C1022,Design Course 3,Design,5/21/2024,,In Progress,,17.24,
c4cd4a2a-dc9e-40fe-9a4a-70bca2d46cf8,Danielle Andrade,Other,18-24,USA,C1015,Technology Course 6,Business,4/9/2025,6/21/2025,Completed,1,9.59,75.55
d7441559-42a4-4581-8ba7-12b687b49bed,Tracy Morales,Other,35-44,UK,C1020,Design Course 1,Business,12/2/2023,12/28/2023,Completed,1,23.02,61.28
46b01668-e5af-47fe-87a8-c8867eb6437d,Rebecca Lewis,Female,25-34,Germany,C1019,Technology Course 10,Finance,9/13/2023,9/25/2023,Completed,4,12.46,95.39
e419296d-f0a6-4b73-a0b8-e1c5f477159c,Karen Smith,Male,55+,Australia,C1004,Business Course 5,Finance,3/6/2024,5/31/2024,Completed,1,4.43,63.05
417be610-1dd8-4a06-b4ed-5bc1e499ba71,Kimberly Hall,Female,45-54,India,C1033,Marketing Course 4,Marketing,11/8/2023,,In Progress,,16.5,
3768f9c3-71a9-435b-ae9b-dea73afd482e,Susan Hill,Other,55+,Germany,C1024,Design Course 5,Finance,7/3/2023,,Dropped,,3.36,
51d565ea-f8ed-4639-903e-0cd51836d2f4,Steven Marshall,Other,25-34,USA,C1006,Business Course 7,Technology,6/12/2023,8/28/2023,Completed,3,19.63,90.84
1e053037-988c-4b61-99e7-805d807baa72,Brianna Adams,Other,25-34,Germany,C1030,Marketing Course 1,Business,7/31/2023,,Dropped,,2.23,
456f3f2a-4e98-4f14-8c26-ab5c98d3145c,Shaun Beard,Female,45-54,USA,C1045,Finance Course 6,Business,4/7/2025,7/5/2025,Completed,4,16.14,75.76
625a8a5f-df8e-4107-85ca-94789322472a,Nathaniel Heath,Male,25-34,UK,C1038,Marketing Course 9,Marketing,12/10/2024,3/2/2025,Completed,2,4.92,64.43
36dd289c-5fe6-4a3f-9118-7060ac6de458,Elizabeth Barton,Other,25-34,USA,C1021,Design Course 2,Technology,8/26/2023,11/15/2023,Completed,1,2.27,71.16
fa8005ff-c496-4ca3-bda5-cecf5f79b7cc,Michael Garcia,Female,45-54,USA,C1006,Business Course 7,Technology,6/2/2024,8/17/2024,Completed,2,11.64,74.23
25876e75-2f45-4058-9f12-d704151c248e,Michael King,Male,45-54,Germany,C1016,Technology Course 7,Technology,2/22/2024,4/12/2024,Completed,2,16.73,82.41
e39a5dc5-693f-4c0e-a07d-532e4bdebd78,Frank Page,Female,45-54,India,C1016,Technology Course 7,Technology,2/5/2024,2/16/2024,Completed,1,3.53,88.19
c3de48c7-619e-4112-ad4e-910078d47690,Stephen Martinez,Other,25-34,USA,C1032,Marketing Course 3,Design,11/7/2023,12/26/2023,Completed,1,27.48,72.18
fc95475e-c470-4405-8016-6358199d7b27,Peter Horton,Female,55+,UK,C1004,Business Course 5,Finance,7/11/2023,,In Progress,,19.54,
49742f59-9a09-4f7f-bb9a-a4c8111cb039,Paige Santiago,Female,25-34,India,C1028,Design Course 9,Marketing,1/25/2025,2/20/2025,Completed,1,23.34,94.74
f8136496-cb36-43f6-87fa-ce612ef87e27,Michael Cabrera,Male,35-44,USA,C1021,Design Course 2,Technology,10/22/2023,12/28/2023,Completed,4,20.22,68.64
ab1b9e4d-89e2-42e3-b7c4-fc814550053d,Joan Clark,Other,55+,Australia,C1011,Technology Course 2,Technology,10/17/2023,,Dropped,,4.34,
7adbf185-1ebc-45bf-96ba-f3bd403cfcca,Mrs. Karen Jefferson,Male,55+,India,C1021,Design Course 2,Technology,2/13/2025,3/27/2025,Completed,1,11.96,83.95
4b646f57-79aa-4ef0-8efe-9f56ca1a60dc,Rebekah Gilbert,Female,55+,Germany,C1034,Marketing Course 5,Finance,3/30/2024,5/26/2024,Completed,3,10.62,72.66
b58de63c-d75d-43a2-b639-f58292cbb9ab,Brandon Morris,Male,55+,UK,C1028,Design Course 9,Marketing,9/12/2024,,Dropped,,4.51,
dc9927db-0653-4b5d-854b-1ccea44636a1,Nathan Gray,Male,18-24,USA,C1020,Design Course 1,Business,10/2/2024,,In Progress,,26.96,
2f84c3df-145e-42ab-b9f7-09abcec397ee,Jose Hinton,Other,35-44,USA,C1015,Technology Course 6,Business,1/18/2024,3/12/2024,Completed,5,5.01,89.26
7946931a-8660-4dd3-be9e-be5a0e7a68f8,Jennifer Stewart,Male,45-54,Canada,C1044,Finance Course 5,Finance,11/24/2024,12/29/2024,Completed,1,18.81,95.17
6db5aa14-6be4-439c-b14b-019896240f1c,Charles Dunn MD,Male,55+,USA,C1026,Design Course 7,Technology,6/22/2024,8/1/2024,Completed,4,4.64,76.16
a2c89cb6-2aa5-4f25-9bde-80d799dcdeae,Christopher Hahn,Other,55+,USA,C1029,Design Course 10,Finance,7/17/2023,9/4/2023,Completed,2,2.47,73.91
ef1c2cb4-a419-4d01-9fb0-a30c8813d7a0,Henry Holmes,Other,25-34,India,C1022,Design Course 3,Design,7/6/2024,8/29/2024,Completed,3,23.02,88.62
495744bb-5efc-4b2d-932d-fb801913118b,Christopher York,Other,35-44,India,C1021,Design Course 2,Technology,6/17/2023,7/21/2023,Completed,1,27.4,86.15
fc4ff2fb-cd72-4cfa-b00a-68e885b6a726,Drew Myers,Other,25-34,India,C1023,Design Course 4,Marketing,7/1/2023,9/10/2023,Completed,3,2.29,91.92
e7a9069e-397d-4204-9733-302a05432620,James Miller,Female,55+,USA,C1029,Design Course 10,Finance,1/8/2024,,Dropped,,2.2,
810cf002-2b81-42fc-b212-07daf4904fb3,Carrie Macdonald,Other,45-54,Canada,C1005,Business Course 6,Business,8/4/2024,10/6/2024,Completed,3,9.58,76.07
ffb83755-8bd0-4234-890a-50a5a28302c2,Tara Wilkins,Female,55+,UK,C1044,Finance Course 5,Finance,3/1/2024,4/11/2024,Completed,1,24.34,62.79
5edefd9d-e09e-480d-869e-03ac8656cc56,Jason Barnett,Female,18-24,Germany,C1045,Finance Course 6,Business,11/12/2023,,Dropped,,3.34,
167e529b-99ec-4a61-9747-83e96536eae1,Matthew Turner,Other,25-34,UK,C1005,Business Course 6,Business,1/9/2025,,In Progress,,8.63,
75e273ec-1273-4b35-b949-77bdcbdc7add,Diana Lane,Male,55+,USA,C1002,Business Course 3,Design,4/18/2025,6/12/2025,Completed,2,20.74,87.97
1a9534d6-bac0-4ca7-ae7a-e665c1c38f0d,Charles King,Female,55+,Australia,C1031,Marketing Course 2,Technology,8/26/2024,,Dropped,,0.95,
a9a495bd-4205-4735-a933-a8d917c269c4,Beverly Blackburn,Other,45-54,Germany,C1027,Design Course 8,Design,1/23/2025,2/21/2025,Completed,3,5.55,90.09
2a976ae1-a92c-4e3d-9624-e2c5344ae650,Isabella Lloyd,Male,55+,India,C1019,Technology Course 10,Finance,1/13/2025,3/29/2025,Completed,3,16.78,60.52
19936872-1c4c-4a84-9424-d72d3f63127b,Regina Reid,Other,55+,UK,C1020,Design Course 1,Business,2/18/2024,,In Progress,,14.85,
9211fce5-5bff-4140-b67d-1935cfcde91f,David Gilbert,Male,25-34,Canada,C1033,Marketing Course 4,Marketing,11/7/2024,1/26/2025,Completed,1,23.68,94.9
e439f902-6d44-4156-b4ef-47cf1c5283e1,Sandra Zamora,Male,55+,Australia,C1041,Finance Course 2,Technology,11/16/2023,1/14/2024,Completed,1,18.82,94.66
f10379ba-2411-4040-ba8d-922bc204d12c,Amber Padilla,Female,35-44,UK,C1002,Business Course 3,Design,12/9/2024,1/25/2025,Completed,5,27.89,95.89
c804ce22-8f21-467c-a27a-eb772c070c18,Brianna Lopez,Other,55+,Australia,C1039,Marketing Course 10,Finance,6/25/2024,,In Progress,,26.12,
090ec324-458f-4cbd-b0c7-b8b7502d218f,Anthony Tate,Male,45-54,Australia,C1015,Technology Course 6,Business,4/1/2025,4/16/2025,Completed,5,16.48,79.53
5058f65a-a4d3-4c08-8356-622e7987b41f,David Pham,Male,45-54,India,C1026,Design Course 7,Technology,7/2/2023,8/28/2023,Completed,1,16.85,68.4
0b82198b-25ee-4e88-a128-5b2b5b658f83,Wendy Martin,Male,55+,Germany,C1044,Finance Course 5,Finance,4/15/2025,,Dropped,,3.52,
25fd52cf-0491-43e4-a4d3-c643cb160592,Brian Mccarthy,Female,35-44,Germany,C1029,Design Course 10,Finance,12/15/2023,1/1/2024,Completed,2,9.25,99.16
395820ec-4f29-4e53-b578-b42d7160b9df,Brooke Fuller,Other,18-24,Australia,C1031,Marketing Course 2,Technology,12/13/2024,2/14/2025,Completed,1,6.56,61.06
24af9154-4e0e-43db-aa49-f2208a7d67a1,Lindsey Williams,Other,35-44,Canada,C1048,Finance Course 9,Marketing,2/10/2025,,In Progress,,9.79,
168b1392-2003-4f4a-83ca-d44664ebc9cb,Michael King,Male,45-54,India,C1036,Marketing Course 7,Technology,12/12/2023,,In Progress,,21.88,
7cdffa96-41c7-4157-b3cc-000954a5c9b1,Janet Mendez,Female,35-44,Australia,C1049,Finance Course 10,Finance,8/19/2023,11/14/2023,Completed,3,5.18,72.18
7400712a-00cf-498e-b7ee-f6f10e0efde7,Victor Green,Female,18-24,Australia,C1020,Design Course 1,Business,6/5/2023,6/29/2023,Completed,2,15.1,60.68
cb0cc9d5-76d2-43d5-b11e-ab0642b87542,Kathy Wood,Male,18-24,Canada,C1031,Marketing Course 2,Technology,11/25/2024,1/26/2025,Completed,1,16.66,89.3
1cdfef57-4584-4d08-9899-0af16336af81,David Mccoy,Other,45-54,Australia,C1018,Technology Course 9,Marketing,4/23/2025,5/20/2025,Completed,4,3.38,99.21
04f84b75-fbb6-49c4-b3d3-11c6f9631884,Angela Ramirez,Female,55+,India,C1020,Design Course 1,Business,5/25/2023,6/18/2023,Completed,4,17.32,68.97
4093b249-9d4e-480f-9e6a-d37e52418f34,Michael Smith,Other,35-44,Canada,C1032,Marketing Course 3,Design,3/12/2025,4/24/2025,Completed,3,14.69,79.26
7c90e645-5fb5-462f-9e90-28d574966311,Mariah Parker,Male,35-44,Germany,C1024,Design Course 5,Finance,3/12/2024,4/30/2024,Completed,5,19.59,64.94
ff3f2083-dcd8-4552-92e3-e66f01dc7078,James Crawford,Male,45-54,Germany,C1020,Design Course 1,Business,10/18/2023,1/10/2024,Completed,3,6.01,70.16
9601de2a-f3f1-4728-acd2-df9c7cddbd43,Ariana Smith,Female,45-54,USA,C1003,Business Course 4,Marketing,3/25/2025,,Dropped,,0.84,
177e937d-a66b-45e3-a950-d63dbb1ce3d5,Matthew Clark DVM,Male,18-24,Germany,C1022,Design Course 3,Design,7/23/2024,10/16/2024,Completed,2,25.56,60.88
81631d2c-da54-46eb-9e83-eb2b58be9975,James Roberts,Other,18-24,Canada,C1010,Technology Course 1,Business,2/23/2025,,Dropped,,1.47,
ccb68b0a-9000-427b-95f1-bc9d6ac6923f,Susan Romero,Female,35-44,Canada,C1007,Business Course 8,Design,2/1/2024,,Dropped,,2.62,
7929ace2-73bb-44a1-bc87-cd4eb3b8a14c,Traci Murphy,Male,55+,Australia,C1017,Technology Course 8,Design,12/21/2023,3/7/2024,Completed,3,25.41,90.93
1d520bf8-9eb4-4948-93a3-3f5a58accefc,Kathy Herrera,Male,25-34,Germany,C1014,Technology Course 5,Finance,3/20/2025,5/8/2025,Completed,5,21.14,92.72
eb5179d8-77e3-4d69-9477-5ea3f1d1de33,Ronald Williams,Other,35-44,Germany,C1039,Marketing Course 10,Finance,6/2/2023,7/1/2023,Completed,2,27.41,87.76
cebf8aa0-85b0-46c5-b4f6-85055c184270,Cassandra Montgomery,Female,25-34,USA,C1008,Business Course 9,Marketing,5/7/2025,6/30/2025,Completed,1,22.7,92.77
cae0cb52-ec21-4608-b5be-1cbaf3617a0f,John Cordova,Female,35-44,Australia,C1002,Business Course 3,Design,10/16/2023,12/18/2023,Completed,4,22.9,70.26
00965b95-58ab-4741-ac3f-2e525e2a09ab,Cynthia Rivera,Female,45-54,Germany,C1025,Design Course 6,Business,12/10/2023,,Dropped,,3.26,
053d3627-b82f-4d14-8538-20253365e491,Joshua Flores,Female,18-24,UK,C1043,Finance Course 4,Marketing,5/2/2024,6/25/2024,Completed,1,7.16,95.8
2bfe89a6-4e83-4d3f-ab2a-9cf94373bf9e,Andrea Torres,Other,45-54,UK,C1022,Design Course 3,Design,6/26/2024,8/24/2024,Completed,1,18.61,85.05
cbab8244-749c-45ea-ba1e-35b1d7b74746,Carrie Martin,Female,55+,India,C1014,Technology Course 5,Finance,5/21/2025,,In Progress,,29.29,
1e85cc8f-eb55-4574-bc9b-047b48c6130c,Ethan Watson,Other,55+,Australia,C1035,Marketing Course 6,Business,12/9/2023,,In Progress,,19.9,
e6be8287-a069-4bea-b659-4ca5af3c46f3,Crystal Crawford,Other,25-34,Canada,C1004,Business Course 5,Finance,11/11/2024,,Dropped,,4.47,
589a8826-4511-4a39-9fe9-7220b507a65d,Stacy Walker,Male,35-44,Germany,C1001,Business Course 2,Technology,4/4/2024,4/24/2024,Completed,5,25.69,79.8
